"ï»¿""Plot Title: 10767838""",,,,,,,,
#,"Date Time, GMT-06:00","Temp, Â°F (LGR S/N: 10767838, SEN S/N: 10767838)",,Coupler Detached (LGR S/N: 10767838),Coupler Attached (LGR S/N: 10767838),Host Connected (LGR S/N: 10767838),Stopped (LGR S/N: 10767838),End Of File (LGR S/N: 10767838)
6528,4/30/16 18:10,32.19,0.11,,,,,
6529,4/30/16 19:10,32.19,0.11,,,,,
6530,4/30/16 20:10,32.19,0.11,,,,,
6531,4/30/16 21:10,32.24,0.14,,,,,
6532,4/30/16 22:10,32.24,0.14,,,,,
6533,4/30/16 23:10,32.24,0.14,,,,,
6534,5/1/16 0:10,32.24,0.14,,,,,
6535,5/1/16 1:10,32.24,0.14,,,,,
6536,5/1/16 2:10,32.24,0.14,,,,,
6537,5/1/16 3:10,32.24,0.14,,,,,
6538,5/1/16 4:10,32.24,0.14,,,,,
6539,5/1/16 5:10,32.24,0.14,,,,,
6540,5/1/16 6:10,32.24,0.14,,,,,
6541,5/1/16 7:10,32.24,0.14,,,,,
6542,5/1/16 8:10,32.24,0.14,,,,,
6543,5/1/16 9:10,32.24,0.14,,,,,
6544,5/1/16 10:10,32.24,0.14,,,,,
6545,5/1/16 11:10,32.24,0.14,,,,,
6546,5/1/16 12:10,32.24,0.14,,,,,
6547,5/1/16 13:10,32.24,0.14,,,,,
6548,5/1/16 14:10,32.24,0.14,,,,,
6549,5/1/16 15:10,32.24,0.14,,,,,
6550,5/1/16 16:10,32.24,0.14,,,,,
6551,5/1/16 17:10,32.24,0.14,,,,,
6552,5/1/16 18:10,32.24,0.14,,,,,
6553,5/1/16 19:10,32.24,0.14,,,,,
6554,5/1/16 20:10,32.24,0.14,,,,,
6555,5/1/16 21:10,32.24,0.14,,,,,
6556,5/1/16 22:10,32.24,0.14,,,,,
6557,5/1/16 23:10,32.24,0.14,,,,,
6558,5/2/16 0:10,32.24,0.14,,,,,
6559,5/2/16 1:10,32.24,0.14,,,,,
6560,5/2/16 2:10,32.24,0.14,,,,,
6561,5/2/16 3:10,32.24,0.14,,,,,
6562,5/2/16 4:10,32.24,0.14,,,,,
6563,5/2/16 5:10,32.24,0.14,,,,,
6564,5/2/16 6:10,32.24,0.14,,,,,
6565,5/2/16 7:10,32.24,0.14,,,,,
6566,5/2/16 8:10,32.24,0.14,,,,,
6567,5/2/16 9:10,32.24,0.14,,,,,
6568,5/2/16 10:10,32.24,0.14,,,,,
6569,5/2/16 11:10,32.24,0.14,,,,,
6570,5/2/16 12:10,32.24,0.14,,,,,
6571,5/2/16 13:10,32.29,0.16,,,,,
6572,5/2/16 14:10,32.29,0.16,,,,,
6573,5/2/16 15:10,32.24,0.14,,,,,
6574,5/2/16 16:10,32.29,0.16,,,,,
6575,5/2/16 17:10,32.29,0.16,,,,,
6576,5/2/16 18:10,32.29,0.16,,,,,
6577,5/2/16 19:10,32.29,0.16,,,,,
6578,5/2/16 20:10,32.29,0.16,,,,,
6579,5/2/16 21:10,32.29,0.16,,,,,
6580,5/2/16 22:10,32.29,0.16,,,,,
6581,5/2/16 23:10,32.29,0.16,,,,,
6582,5/3/16 0:10,32.29,0.16,,,,,
6583,5/3/16 1:10,32.24,0.14,,,,,
6584,5/3/16 2:10,32.24,0.14,,,,,
6585,5/3/16 3:10,32.24,0.14,,,,,
6586,5/3/16 4:10,32.24,0.14,,,,,
6587,5/3/16 5:10,32.24,0.14,,,,,
6588,5/3/16 6:10,32.19,0.11,,,,,
6589,5/3/16 7:10,32.14,0.08,,,,,
6590,5/3/16 8:10,32.14,0.08,,,,,
6591,5/3/16 9:10,32.14,0.08,,,,,
6592,5/3/16 10:10,32.14,0.08,,,,,
6593,5/3/16 11:10,32.14,0.08,,,,,
6594,5/3/16 12:10,32.14,0.08,,,,,
6595,5/3/16 13:10,32.14,0.08,,,,,
6596,5/3/16 14:10,32.14,0.08,,,,,
6597,5/3/16 15:10,32.14,0.08,,,,,
6598,5/3/16 16:10,32.14,0.08,,,,,
6599,5/3/16 17:10,32.14,0.08,,,,,
6600,5/3/16 18:10,32.14,0.08,,,,,
6601,5/3/16 19:10,32.14,0.08,,,,,
6602,5/3/16 20:10,32.04,0.02,,,,,
6603,5/3/16 21:10,31.99,0.00,,,,,
6604,5/3/16 22:10,31.99,0.00,,,,,
6605,5/3/16 23:10,31.99,0.00,,,,,
6606,5/4/16 0:10,31.99,0.00,,,,,
6607,5/4/16 1:10,31.99,0.00,,,,,
6608,5/4/16 2:10,31.99,0.00,,,,,
6609,5/4/16 3:10,31.99,0.00,,,,,
6610,5/4/16 4:10,31.99,0.00,,,,,
6611,5/4/16 5:10,31.99,0.00,,,,,
6612,5/4/16 6:10,31.99,0.00,,,,,
6613,5/4/16 7:10,31.99,0.00,,,,,
6614,5/4/16 8:10,31.99,0.00,,,,,
6615,5/4/16 9:10,31.99,0.00,,,,,
6616,5/4/16 10:10,31.99,0.00,,,,,
6617,5/4/16 11:10,31.99,0.00,,,,,
6618,5/4/16 12:10,31.99,0.00,,,,,
6619,5/4/16 13:10,31.99,0.00,,,,,
6620,5/4/16 14:10,31.99,0.00,,,,,
6621,5/4/16 15:10,31.99,0.00,,,,,
6622,5/4/16 16:10,31.99,0.00,,,,,
6623,5/4/16 17:10,31.99,0.00,,,,,
6624,5/4/16 18:10,31.99,0.00,,,,,
6625,5/4/16 19:10,31.99,0.00,,,,,
6626,5/4/16 20:10,31.99,0.00,,,,,
6627,5/4/16 21:10,31.99,0.00,,,,,
6628,5/4/16 22:10,31.99,0.00,,,,,
6629,5/4/16 23:10,31.99,0.00,,,,,
6630,5/5/16 0:10,31.99,0.00,,,,,
6631,5/5/16 1:10,31.99,0.00,,,,,
6632,5/5/16 2:10,31.99,0.00,,,,,
6633,5/5/16 3:10,31.99,0.00,,,,,
6634,5/5/16 4:10,31.99,0.00,,,,,
6635,5/5/16 5:10,31.99,0.00,,,,,
6636,5/5/16 6:10,31.99,0.00,,,,,
6637,5/5/16 7:10,31.99,0.00,,,,,
6638,5/5/16 8:10,31.99,0.00,,,,,
6639,5/5/16 9:10,31.99,0.00,,,,,
6640,5/5/16 10:10,31.99,0.00,,,,,
6641,5/5/16 11:10,31.99,0.00,,,,,
6642,5/5/16 12:10,31.99,0.00,,,,,
6643,5/5/16 13:10,31.99,0.00,,,,,
6644,5/5/16 14:10,31.99,0.00,,,,,
6645,5/5/16 15:10,31.99,0.00,,,,,
6646,5/5/16 16:10,31.99,0.00,,,,,
6647,5/5/16 17:10,31.99,0.00,,,,,
6648,5/5/16 18:10,31.99,0.00,,,,,
6649,5/5/16 19:10,31.99,0.00,,,,,
6650,5/5/16 20:10,31.99,0.00,,,,,
6651,5/5/16 21:10,31.99,0.00,,,,,
6652,5/5/16 22:10,31.99,0.00,,,,,
6653,5/5/16 23:10,31.99,0.00,,,,,
6654,5/6/16 0:10,31.99,0.00,,,,,
6655,5/6/16 1:10,31.99,0.00,,,,,
6656,5/6/16 2:10,31.99,0.00,,,,,
6657,5/6/16 3:10,31.99,0.00,,,,,
6658,5/6/16 4:10,31.99,0.00,,,,,
6659,5/6/16 5:10,31.99,0.00,,,,,
6660,5/6/16 6:10,31.99,0.00,,,,,
6661,5/6/16 7:10,31.99,0.00,,,,,
6662,5/6/16 8:10,31.99,0.00,,,,,
6663,5/6/16 9:10,31.99,0.00,,,,,
6664,5/6/16 10:10,31.99,0.00,,,,,
6665,5/6/16 11:10,31.99,0.00,,,,,
6666,5/6/16 12:10,31.99,0.00,,,,,
6667,5/6/16 13:10,31.99,0.00,,,,,
6668,5/6/16 14:10,31.99,0.00,,,,,
6669,5/6/16 15:10,31.99,0.00,,,,,
6670,5/6/16 16:10,31.99,0.00,,,,,
6671,5/6/16 17:10,31.99,0.00,,,,,
6672,5/6/16 18:10,31.99,0.00,,,,,
6673,5/6/16 19:10,31.99,0.00,,,,,
6674,5/6/16 20:10,31.99,0.00,,,,,
6675,5/6/16 21:10,31.99,0.00,,,,,
6676,5/6/16 22:10,31.99,0.00,,,,,
6677,5/6/16 23:10,31.99,0.00,,,,,
6678,5/7/16 0:10,31.99,0.00,,,,,
6679,5/7/16 1:10,31.99,0.00,,,,,
6680,5/7/16 2:10,31.99,0.00,,,,,
6681,5/7/16 3:10,31.99,0.00,,,,,
6682,5/7/16 4:10,31.99,0.00,,,,,
6683,5/7/16 5:10,31.99,0.00,,,,,
6684,5/7/16 6:10,31.99,0.00,,,,,
6685,5/7/16 7:10,31.99,0.00,,,,,
6686,5/7/16 8:10,31.99,0.00,,,,,
6687,5/7/16 9:10,31.99,0.00,,,,,
6688,5/7/16 10:10,31.99,0.00,,,,,
6689,5/7/16 11:10,31.99,0.00,,,,,
6690,5/7/16 12:10,31.99,0.00,,,,,
6691,5/7/16 13:10,31.99,0.00,,,,,
6692,5/7/16 14:10,31.99,0.00,,,,,
6693,5/7/16 15:10,31.99,0.00,,,,,
6694,5/7/16 16:10,31.99,0.00,,,,,
6695,5/7/16 17:10,31.99,0.00,,,,,
6696,5/7/16 18:10,31.99,0.00,,,,,
6697,5/7/16 19:10,31.99,0.00,,,,,
6698,5/7/16 20:10,31.99,0.00,,,,,
6699,5/7/16 21:10,31.99,0.00,,,,,
6700,5/7/16 22:10,31.99,0.00,,,,,
6701,5/7/16 23:10,31.99,0.00,,,,,
6702,5/8/16 0:10,31.99,0.00,,,,,
6703,5/8/16 1:10,31.99,0.00,,,,,
6704,5/8/16 2:10,31.99,0.00,,,,,
6705,5/8/16 3:10,31.99,0.00,,,,,
6706,5/8/16 4:10,31.99,0.00,,,,,
6707,5/8/16 5:10,31.99,0.00,,,,,
6708,5/8/16 6:10,31.99,0.00,,,,,
6709,5/8/16 7:10,31.99,0.00,,,,,
6710,5/8/16 8:10,31.99,0.00,,,,,
6711,5/8/16 9:10,31.99,0.00,,,,,
6712,5/8/16 10:10,31.99,0.00,,,,,
6713,5/8/16 11:10,31.99,0.00,,,,,
6714,5/8/16 12:10,31.99,0.00,,,,,
6715,5/8/16 13:10,31.99,0.00,,,,,
6716,5/8/16 14:10,31.99,0.00,,,,,
6717,5/8/16 15:10,31.99,0.00,,,,,
6718,5/8/16 16:10,31.99,0.00,,,,,
6719,5/8/16 17:10,31.99,0.00,,,,,
6720,5/8/16 18:10,31.99,0.00,,,,,
6721,5/8/16 19:10,31.99,0.00,,,,,
6722,5/8/16 20:10,31.99,0.00,,,,,
6723,5/8/16 21:10,31.99,0.00,,,,,
6724,5/8/16 22:10,31.99,0.00,,,,,
6725,5/8/16 23:10,31.99,0.00,,,,,
6726,5/9/16 0:10,31.99,0.00,,,,,
6727,5/9/16 1:10,31.99,0.00,,,,,
6728,5/9/16 2:10,31.99,0.00,,,,,
6729,5/9/16 3:10,31.99,0.00,,,,,
6730,5/9/16 4:10,31.99,0.00,,,,,
6731,5/9/16 5:10,31.99,0.00,,,,,
6732,5/9/16 6:10,31.99,0.00,,,,,
6733,5/9/16 7:10,31.99,0.00,,,,,
6734,5/9/16 8:10,31.99,0.00,,,,,
6735,5/9/16 9:10,31.99,0.00,,,,,
6736,5/9/16 10:10,31.99,0.00,,,,,
6737,5/9/16 11:10,31.99,0.00,,,,,
6738,5/9/16 12:10,31.99,0.00,,,,,
6739,5/9/16 13:10,31.99,0.00,,,,,
6740,5/9/16 14:10,31.99,0.00,,,,,
6741,5/9/16 15:10,31.99,0.00,,,,,
6742,5/9/16 16:10,31.99,0.00,,,,,
6743,5/9/16 17:10,31.99,0.00,,,,,
6744,5/9/16 18:10,31.99,0.00,,,,,
6745,5/9/16 19:10,31.99,0.00,,,,,
6746,5/9/16 20:10,31.99,0.00,,,,,
6747,5/9/16 21:10,31.99,0.00,,,,,
6748,5/9/16 22:10,31.99,0.00,,,,,
6749,5/9/16 23:10,31.99,0.00,,,,,
6750,5/10/16 0:10,31.99,0.00,,,,,
6751,5/10/16 1:10,31.99,0.00,,,,,
6752,5/10/16 2:10,31.99,0.00,,,,,
6753,5/10/16 3:10,31.99,0.00,,,,,
6754,5/10/16 4:10,31.99,0.00,,,,,
6755,5/10/16 5:10,31.99,0.00,,,,,
6756,5/10/16 6:10,31.99,0.00,,,,,
6757,5/10/16 7:10,31.99,0.00,,,,,
6758,5/10/16 8:10,31.99,0.00,,,,,
6759,5/10/16 9:10,31.99,0.00,,,,,
6760,5/10/16 10:10,31.99,0.00,,,,,
6761,5/10/16 11:10,31.99,0.00,,,,,
6762,5/10/16 12:10,31.99,0.00,,,,,
6763,5/10/16 13:10,31.99,0.00,,,,,
6764,5/10/16 14:10,31.99,0.00,,,,,
6765,5/10/16 15:10,31.99,0.00,,,,,
6766,5/10/16 16:10,31.99,0.00,,,,,
6767,5/10/16 17:10,31.99,0.00,,,,,
6768,5/10/16 18:10,31.99,0.00,,,,,
6769,5/10/16 19:10,31.99,0.00,,,,,
6770,5/10/16 20:10,31.99,0.00,,,,,
6771,5/10/16 21:10,31.99,0.00,,,,,
6772,5/10/16 22:10,31.99,0.00,,,,,
6773,5/10/16 23:10,31.99,0.00,,,,,
6774,5/11/16 0:10,31.99,0.00,,,,,
6775,5/11/16 1:10,31.99,0.00,,,,,
6776,5/11/16 2:10,31.99,0.00,,,,,
6777,5/11/16 3:10,31.99,0.00,,,,,
6778,5/11/16 4:10,31.99,0.00,,,,,
6779,5/11/16 5:10,31.99,0.00,,,,,
6780,5/11/16 6:10,31.99,0.00,,,,,
6781,5/11/16 7:10,31.99,0.00,,,,,
6782,5/11/16 8:10,31.99,0.00,,,,,
6783,5/11/16 9:10,31.99,0.00,,,,,
6784,5/11/16 10:10,31.99,0.00,,,,,
6785,5/11/16 11:10,31.99,0.00,,,,,
6786,5/11/16 12:10,31.99,0.00,,,,,
6787,5/11/16 13:10,31.99,0.00,,,,,
6788,5/11/16 14:10,31.99,0.00,,,,,
6789,5/11/16 15:10,31.99,0.00,,,,,
6790,5/11/16 16:10,31.99,0.00,,,,,
6791,5/11/16 17:10,31.99,0.00,,,,,
6792,5/11/16 18:10,31.99,0.00,,,,,
6793,5/11/16 19:10,31.99,0.00,,,,,
6794,5/11/16 20:10,31.99,0.00,,,,,
6795,5/11/16 21:10,31.99,0.00,,,,,
6796,5/11/16 22:10,31.99,0.00,,,,,
6797,5/11/16 23:10,31.99,0.00,,,,,
6798,5/12/16 0:10,31.99,0.00,,,,,
6799,5/12/16 1:10,31.99,0.00,,,,,
6800,5/12/16 2:10,31.99,0.00,,,,,
6801,5/12/16 3:10,31.99,0.00,,,,,
6802,5/12/16 4:10,31.99,0.00,,,,,
6803,5/12/16 5:10,32.04,0.02,,,,,
6804,5/12/16 6:10,32.04,0.02,,,,,
6805,5/12/16 7:10,32.04,0.02,,,,,
6806,5/12/16 8:10,32.04,0.02,,,,,
6807,5/12/16 9:10,32.04,0.02,,,,,
6808,5/12/16 10:10,32.04,0.02,,,,,
6809,5/12/16 11:10,32.04,0.02,,,,,
6810,5/12/16 12:10,32.04,0.02,,,,,
6811,5/12/16 13:10,32.04,0.02,,,,,
6812,5/12/16 14:10,32.04,0.02,,,,,
6813,5/12/16 15:10,32.04,0.02,,,,,
6814,5/12/16 16:10,32.04,0.02,,,,,
6815,5/12/16 17:10,32.04,0.02,,,,,
6816,5/12/16 18:10,32.04,0.02,,,,,
6817,5/12/16 19:10,32.04,0.02,,,,,
6818,5/12/16 20:10,32.04,0.02,,,,,
6819,5/12/16 21:10,32.09,0.05,,,,,
6820,5/12/16 22:10,32.09,0.05,,,,,
6821,5/12/16 23:10,32.09,0.05,,,,,
6822,5/13/16 0:10,32.09,0.05,,,,,
6823,5/13/16 1:10,32.09,0.05,,,,,
6824,5/13/16 2:10,32.09,0.05,,,,,
6825,5/13/16 3:10,32.09,0.05,,,,,
6826,5/13/16 4:10,32.09,0.05,,,,,
6827,5/13/16 5:10,32.09,0.05,,,,,
6828,5/13/16 6:10,32.09,0.05,,,,,
6829,5/13/16 7:10,32.09,0.05,,,,,
6830,5/13/16 8:10,32.09,0.05,,,,,
6831,5/13/16 9:10,32.14,0.08,,,,,
6832,5/13/16 10:10,32.14,0.08,,,,,
6833,5/13/16 11:10,32.14,0.08,,,,,
6834,5/13/16 12:10,32.14,0.08,,,,,
6835,5/13/16 13:10,32.14,0.08,,,,,
6836,5/13/16 14:10,32.14,0.08,,,,,
6837,5/13/16 15:10,32.14,0.08,,,,,
6838,5/13/16 16:10,32.14,0.08,,,,,
6839,5/13/16 17:10,32.14,0.08,,,,,
6840,5/13/16 18:10,32.09,0.05,,,,,
6841,5/13/16 19:10,31.99,0.00,,,,,
6842,5/13/16 20:10,31.99,0.00,,,,,
6843,5/13/16 21:10,31.99,0.00,,,,,
6844,5/13/16 22:10,31.99,0.00,,,,,
6845,5/13/16 23:10,31.99,0.00,,,,,
6846,5/14/16 0:10,31.99,0.00,,,,,
6847,5/14/16 1:10,31.99,0.00,,,,,
6848,5/14/16 2:10,31.99,0.00,,,,,
6849,5/14/16 3:10,31.99,0.00,,,,,
6850,5/14/16 4:10,31.99,0.00,,,,,
6851,5/14/16 5:10,31.99,0.00,,,,,
6852,5/14/16 6:10,31.99,0.00,,,,,
6853,5/14/16 7:10,31.99,0.00,,,,,
6854,5/14/16 8:10,31.99,0.00,,,,,
6855,5/14/16 9:10,31.99,0.00,,,,,
6856,5/14/16 10:10,31.99,0.00,,,,,
6857,5/14/16 11:10,31.99,0.00,,,,,
6858,5/14/16 12:10,31.99,0.00,,,,,
6859,5/14/16 13:10,31.99,0.00,,,,,
6860,5/14/16 14:10,31.99,0.00,,,,,
6861,5/14/16 15:10,31.99,0.00,,,,,
6862,5/14/16 16:10,31.99,0.00,,,,,
6863,5/14/16 17:10,31.99,0.00,,,,,
6864,5/14/16 18:10,31.99,0.00,,,,,
6865,5/14/16 19:10,31.99,0.00,,,,,
6866,5/14/16 20:10,31.99,0.00,,,,,
6867,5/14/16 21:10,31.99,0.00,,,,,
6868,5/14/16 22:10,31.99,0.00,,,,,
6869,5/14/16 23:10,31.99,0.00,,,,,
6870,5/15/16 0:10,31.99,0.00,,,,,
6871,5/15/16 1:10,31.99,0.00,,,,,
6872,5/15/16 2:10,31.99,0.00,,,,,
6873,5/15/16 3:10,31.99,0.00,,,,,
6874,5/15/16 4:10,31.99,0.00,,,,,
6875,5/15/16 5:10,31.99,0.00,,,,,
6876,5/15/16 6:10,31.99,0.00,,,,,
6877,5/15/16 7:10,31.99,0.00,,,,,
6878,5/15/16 8:10,31.99,0.00,,,,,
6879,5/15/16 9:10,31.99,0.00,,,,,
6880,5/15/16 10:10,31.99,0.00,,,,,
6881,5/15/16 11:10,31.99,0.00,,,,,
6882,5/15/16 12:10,31.99,0.00,,,,,
6883,5/15/16 13:10,31.99,0.00,,,,,
6884,5/15/16 14:10,31.99,0.00,,,,,
6885,5/15/16 15:10,31.99,0.00,,,,,
6886,5/15/16 16:10,31.99,0.00,,,,,
6887,5/15/16 17:10,31.99,0.00,,,,,
6888,5/15/16 18:10,31.99,0.00,,,,,
6889,5/15/16 19:10,31.99,0.00,,,,,
6890,5/15/16 20:10,31.99,0.00,,,,,
6891,5/15/16 21:10,31.99,0.00,,,,,
6892,5/15/16 22:10,31.99,0.00,,,,,
6893,5/15/16 23:10,31.99,0.00,,,,,
6894,5/16/16 0:10,31.99,0.00,,,,,
6895,5/16/16 1:10,31.99,0.00,,,,,
6896,5/16/16 2:10,31.99,0.00,,,,,
6897,5/16/16 3:10,31.99,0.00,,,,,
6898,5/16/16 4:10,31.99,0.00,,,,,
6899,5/16/16 5:10,31.99,0.00,,,,,
6900,5/16/16 6:10,31.99,0.00,,,,,
6901,5/16/16 7:10,31.99,0.00,,,,,
6902,5/16/16 8:10,31.99,0.00,,,,,
6903,5/16/16 9:10,31.99,0.00,,,,,
6904,5/16/16 10:10,31.99,0.00,,,,,
6905,5/16/16 11:10,31.99,0.00,,,,,
6906,5/16/16 12:10,31.99,0.00,,,,,
6907,5/16/16 13:10,31.99,0.00,,,,,
6908,5/16/16 14:10,31.99,0.00,,,,,
6909,5/16/16 15:10,31.99,0.00,,,,,
6910,5/16/16 16:10,31.99,0.00,,,,,
6911,5/16/16 17:10,31.99,0.00,,,,,
6912,5/16/16 18:10,31.99,0.00,,,,,
6913,5/16/16 19:10,31.99,0.00,,,,,
6914,5/16/16 20:10,31.99,0.00,,,,,
6915,5/16/16 21:10,31.99,0.00,,,,,
6916,5/16/16 22:10,31.99,0.00,,,,,
6917,5/16/16 23:10,31.99,0.00,,,,,
6918,5/17/16 0:10,31.99,0.00,,,,,
6919,5/17/16 1:10,31.99,0.00,,,,,
6920,5/17/16 2:10,31.99,0.00,,,,,
6921,5/17/16 3:10,31.99,0.00,,,,,
6922,5/17/16 4:10,31.99,0.00,,,,,
6923,5/17/16 5:10,31.99,0.00,,,,,
6924,5/17/16 6:10,31.99,0.00,,,,,
6925,5/17/16 7:10,31.99,0.00,,,,,
6926,5/17/16 8:10,31.99,0.00,,,,,
6927,5/17/16 9:10,31.99,0.00,,,,,
6928,5/17/16 10:10,31.99,0.00,,,,,
6929,5/17/16 11:10,31.99,0.00,,,,,
6930,5/17/16 12:10,31.99,0.00,,,,,
6931,5/17/16 13:10,31.99,0.00,,,,,
6932,5/17/16 14:10,31.99,0.00,,,,,
6933,5/17/16 15:10,31.99,0.00,,,,,
6934,5/17/16 16:10,31.99,0.00,,,,,
6935,5/17/16 17:10,31.99,0.00,,,,,
6936,5/17/16 18:10,31.99,0.00,,,,,
6937,5/17/16 19:10,31.99,0.00,,,,,
6938,5/17/16 20:10,31.99,0.00,,,,,
6939,5/17/16 21:10,31.99,0.00,,,,,
6940,5/17/16 22:10,31.99,0.00,,,,,
6941,5/17/16 23:10,31.99,0.00,,,,,
6942,5/18/16 0:10,31.99,0.00,,,,,
6943,5/18/16 1:10,31.99,0.00,,,,,
6944,5/18/16 2:10,31.99,0.00,,,,,
6945,5/18/16 3:10,31.99,0.00,,,,,
6946,5/18/16 4:10,31.99,0.00,,,,,
6947,5/18/16 5:10,31.99,0.00,,,,,
6948,5/18/16 6:10,31.99,0.00,,,,,
6949,5/18/16 7:10,31.99,0.00,,,,,
6950,5/18/16 8:10,31.99,0.00,,,,,
6951,5/18/16 9:10,31.99,0.00,,,,,
6952,5/18/16 10:10,31.99,0.00,,,,,
6953,5/18/16 11:10,31.99,0.00,,,,,
6954,5/18/16 12:10,31.99,0.00,,,,,
6955,5/18/16 13:10,31.99,0.00,,,,,
6956,5/18/16 14:10,31.99,0.00,,,,,
6957,5/18/16 15:10,31.99,0.00,,,,,
6958,5/18/16 16:10,31.99,0.00,,,,,
6959,5/18/16 17:10,31.99,0.00,,,,,
6960,5/18/16 18:10,31.99,0.00,,,,,
6961,5/18/16 19:10,31.99,0.00,,,,,
6962,5/18/16 20:10,31.99,0.00,,,,,
6963,5/18/16 21:10,31.99,0.00,,,,,
6964,5/18/16 22:10,31.99,0.00,,,,,
6965,5/18/16 23:10,32.04,0.02,,,,,
6966,5/19/16 0:10,32.09,0.05,,,,,
6967,5/19/16 1:10,32.19,0.11,,,,,
6968,5/19/16 2:10,32.24,0.14,,,,,
6969,5/19/16 3:10,32.29,0.16,,,,,
6970,5/19/16 4:10,32.29,0.16,,,,,
6971,5/19/16 5:10,32.34,0.19,,,,,
6972,5/19/16 6:10,32.34,0.19,,,,,
6973,5/19/16 7:10,32.34,0.19,,,,,
6974,5/19/16 8:10,32.39,0.22,,,,,
6975,5/19/16 9:10,32.39,0.22,,,,,
6976,5/19/16 10:10,32.44,0.25,,,,,
6977,5/19/16 11:10,32.49,0.27,,,,,
6978,5/19/16 12:10,32.54,0.30,,,,,
6979,5/19/16 13:10,32.54,0.30,,,,,
6980,5/19/16 14:10,32.54,0.30,,,,,
6981,5/19/16 15:10,32.44,0.25,,,,,
6982,5/19/16 16:10,32.14,0.08,,,,,
6983,5/19/16 17:10,31.99,0.00,,,,,
6984,5/19/16 18:10,31.99,0.00,,,,,
6985,5/19/16 19:10,31.99,0.00,,,,,
6986,5/19/16 20:10,31.99,0.00,,,,,
6987,5/19/16 21:10,31.99,0.00,,,,,
6988,5/19/16 22:10,31.99,0.00,,,,,
6989,5/19/16 23:10,31.99,0.00,,,,,
6990,5/20/16 0:10,31.99,0.00,,,,,
6991,5/20/16 1:10,31.99,0.00,,,,,
6992,5/20/16 2:10,32.19,0.11,,,,,
6993,5/20/16 3:10,32.34,0.19,,,,,
6994,5/20/16 4:10,32.44,0.25,,,,,
6995,5/20/16 5:10,32.54,0.30,,,,,
6996,5/20/16 6:10,32.54,0.30,,,,,
6997,5/20/16 7:10,32.59,0.33,,,,,
6998,5/20/16 8:10,32.59,0.33,,,,,
6999,5/20/16 9:10,32.64,0.36,,,,,
7000,5/20/16 10:10,32.64,0.36,,,,,
7001,5/20/16 11:10,32.69,0.38,,,,,
7002,5/20/16 12:10,32.69,0.38,,,,,
7003,5/20/16 13:10,32.74,0.41,,,,,
7004,5/20/16 14:10,32.74,0.41,,,,,
7005,5/20/16 15:10,32.74,0.41,,,,,
7006,5/20/16 16:10,32.69,0.38,,,,,
7007,5/20/16 17:10,32.74,0.41,,,,,
7008,5/20/16 18:10,32.74,0.41,,,,,
7009,5/20/16 19:10,32.74,0.41,,,,,
7010,5/20/16 20:10,32.69,0.38,,,,,
7011,5/20/16 21:10,32.74,0.41,,,,,
7012,5/20/16 22:10,32.74,0.41,,,,,
7013,5/20/16 23:10,32.69,0.38,,,,,
7014,5/21/16 0:10,32.69,0.38,,,,,
7015,5/21/16 1:10,32.69,0.38,,,,,
7016,5/21/16 2:10,32.69,0.38,,,,,
7017,5/21/16 3:10,32.69,0.38,,,,,
7018,5/21/16 4:10,32.69,0.38,,,,,
7019,5/21/16 5:10,32.69,0.38,,,,,
7020,5/21/16 6:10,32.69,0.38,,,,,
7021,5/21/16 7:10,32.69,0.38,,,,,
7022,5/21/16 8:10,32.69,0.38,,,,,
7023,5/21/16 9:10,32.74,0.41,,,,,
7024,5/21/16 10:10,32.74,0.41,,,,,
7025,5/21/16 11:10,32.69,0.38,,,,,
7026,5/21/16 12:10,32.44,0.25,,,,,
7027,5/21/16 13:10,32.29,0.16,,,,,
7028,5/21/16 14:10,32.39,0.22,,,,,
7029,5/21/16 15:10,32.64,0.36,,,,,
7030,5/21/16 16:10,32.69,0.38,,,,,
7031,5/21/16 17:10,32.69,0.38,,,,,
7032,5/21/16 18:10,32.59,0.33,,,,,
7033,5/21/16 19:10,32.64,0.36,,,,,
7034,5/21/16 20:10,32.69,0.38,,,,,
7035,5/21/16 21:10,32.69,0.38,,,,,
7036,5/21/16 22:10,32.69,0.38,,,,,
7037,5/21/16 23:10,32.69,0.38,,,,,
7038,5/22/16 0:10,32.69,0.38,,,,,
7039,5/22/16 1:10,32.69,0.38,,,,,
7040,5/22/16 2:10,32.64,0.36,,,,,
7041,5/22/16 3:10,32.64,0.36,,,,,
7042,5/22/16 4:10,32.64,0.36,,,,,
7043,5/22/16 5:10,32.59,0.33,,,,,
7044,5/22/16 6:10,32.64,0.36,,,,,
7045,5/22/16 7:10,32.64,0.36,,,,,
7046,5/22/16 8:10,32.59,0.33,,,,,
7047,5/22/16 9:10,32.64,0.36,,,,,
7048,5/22/16 10:10,32.64,0.36,,,,,
7049,5/22/16 11:10,32.69,0.38,,,,,
7050,5/22/16 12:10,32.69,0.38,,,,,
7051,5/22/16 13:10,32.64,0.36,,,,,
7052,5/22/16 14:10,32.59,0.33,,,,,
7053,5/22/16 15:10,32.64,0.36,,,,,
7054,5/22/16 16:10,32.64,0.36,,,,,
7055,5/22/16 17:10,32.59,0.33,,,,,
7056,5/22/16 18:10,32.59,0.33,,,,,
7057,5/22/16 19:10,32.59,0.33,,,,,
7058,5/22/16 20:10,32.54,0.30,,,,,
