Stream,Name,Type,Site ,Year,Date,Area,Fraction,Sampler,NoSurbers,Rep,Taxa,Biomass,Abundance ,Density,Stage
South Cascade,SC,Icy Seep,upper,2015,6-Aug-15,GRTE,lg,Surber,10,,Turbellaria,0,0,0,larval
South Cascade,SC,Icy Seep,upper,2015,6-Aug-15,GRTE,sm,Surber,10,,Turbellaria,0,0,0,larval
South Cascade,SC,Icy Seep,upper,2015,6-Aug-15,GRTE,lg,Surber,10,,Baetidae,0,0,0,larval
South Cascade,SC,Icy Seep,upper,2015,6-Aug-15,GRTE,sm,Surber,10,,Baetidae,0,0,0,larval
South Cascade,SC,Icy Seep,lower,2015,5-Aug-15,GRTE,lg,Surber,6,,Chloroperlidae,0,0,0,larval
South Cascade,SC,Icy Seep,lower,2015,5-Aug-15,GRTE,sm,Surber,6,,Chloroperlidae,0,0,0,larval
South Cascade,SC,Icy Seep,upper,2015,6-Aug-15,GRTE,lg,Surber,10,,Chloroperlidae,0,0,0,larval
South Cascade,SC,Icy Seep,upper,2015,6-Aug-15,GRTE,sm,Surber,10,,Chloroperlidae,0,0,0,larval
South Cascade,SC,Icy Seep,lower,2015,5-Aug-15,GRTE,lg,Surber,6,,Empididae,0,0,0,larval
South Cascade,SC,Icy Seep,upper,2015,6-Aug-15,GRTE,lg,Surber,10,,Empididae,0,0,0,larval
South Cascade,SC,Icy Seep,upper,2015,6-Aug-15,GRTE,sm,Surber,10,,Empididae,0,0,0,larval
South Cascade,SC,Icy Seep,upper,2015,6-Aug-15,GRTE,lg,Surber,10,,Perlodidae,0,0,0,larval
South Cascade,SC,Icy Seep,upper,2015,6-Aug-15,GRTE,sm,Surber,10,,Perlodidae,0,0,0,larval
South Cascade,SC,Icy Seep,lower,2015,5-Aug-15,GRTE,sm,Surber,6,,Trichoptera,0,0,0,larval
South Cascade,SC,Icy Seep,upper,2015,6-Aug-15,GRTE,lg,Surber,10,,Trichoptera,0,0,0,larval
South Cascade,SC,Icy Seep,upper,2015,6-Aug-15,GRTE,sm,Surber,10,,Trichoptera,0,0,0,larval
South Cascade,SC,Icy Seep,upper,2015,6-Aug-15,GRTE,lg,Surber,10,,Zapada,0,0,0,larval
South Fork Teton Creek,SFT,Snowmelt,upper,2016,2-Aug-16,GTNP,lg,surber,6,,Oligochaeta,0,0,0,larval
South Fork Teton Creek,SFT,Snowmelt,upper,2016,2-Aug-16,GTNP,lg,surber,6,,Acari,0,0,0,larval
South Fork Teton Creek,SFT,Snowmelt,upper,2016,2-Aug-16,GTNP,lg,surber,6,,Staphylinidae,2.44,1,2,larval
South Fork Teton Creek,SFT,Snowmelt,upper,2016,2-Aug-16,GTNP,lg,surber,6,,Collembola,0,0,0,larval
South Fork Teton Creek,SFT,Snowmelt,upper,2016,2-Aug-16,GTNP,lg,surber,6,,Ostracoda,0,0,0,larval
South Fork Teton Creek,SFT,Snowmelt,upper,2016,2-Aug-16,GTNP,lg,surber,6,,Probezzia,2.62,17,30,larval
South Fork Teton Creek,SFT,Snowmelt,upper,2016,2-Aug-16,GTNP,lg,surber,6,,Non-Tanypodinae,6.68,55,99,larval
South Fork Teton Creek,SFT,Snowmelt,upper,2016,2-Aug-16,GTNP,lg,surber,6,,Chironomidae,0.04,2,4,larval
South Fork Teton Creek,SFT,Snowmelt,upper,2016,2-Aug-16,GTNP,lg,surber,6,,Dixella,0,0,0,larval
South Fork Teton Creek,SFT,Snowmelt,upper,2016,2-Aug-16,GTNP,lg,surber,6,,Clinocera,0,0,0,larval
South Fork Teton Creek,SFT,Snowmelt,upper,2016,2-Aug-16,GTNP,lg,surber,6,,Oreogeton,0,0,0,larval
South Fork Teton Creek,SFT,Snowmelt,upper,2016,2-Aug-16,GTNP,lg,surber,6,,Helodon,9.59,6,11,larval
South Fork Teton Creek,SFT,Snowmelt,upper,2016,2-Aug-16,GTNP,lg,surber,6,,Prosimulium,0,0,0,larval
South Fork Teton Creek,SFT,Snowmelt,upper,2016,2-Aug-16,GTNP,lg,surber,6,,Simuliidae,0.3,1,2,larval
South Fork Teton Creek,SFT,Snowmelt,upper,2016,2-Aug-16,GTNP,lg,surber,6,,Dicranota,0,0,0,larval
South Fork Teton Creek,SFT,Snowmelt,upper,2016,2-Aug-16,GTNP,lg,surber,6,,Ormosia,0,0,0,larval
South Fork Teton Creek,SFT,Snowmelt,upper,2016,2-Aug-16,GTNP,lg,surber,6,,Paradelphomyia,0,0,0,larval
South Fork Teton Creek,SFT,Snowmelt,upper,2016,2-Aug-16,GTNP,lg,surber,6,,Tipula,1031.1,20,36,larval
South Fork Teton Creek,SFT,Snowmelt,upper,2016,2-Aug-16,GTNP,lg,surber,6,,Baetis,65.92,9,16,larval
South Fork Teton Creek,SFT,Snowmelt,upper,2016,2-Aug-16,GTNP,lg,surber,6,,Drunella ,0,0,0,larval
South Fork Teton Creek,SFT,Snowmelt,upper,2016,2-Aug-16,GTNP,lg,surber,6,,Cinygmula,963.84,84,151,larval
South Fork Teton Creek,SFT,Snowmelt,upper,2016,2-Aug-16,GTNP,lg,surber,6,,Epeorus,123.23,60,108,larval
South Fork Teton Creek,SFT,Snowmelt,upper,2016,2-Aug-16,GTNP,lg,surber,6,,Rhithrogena,79.1,3,5,larval
South Fork Teton Creek,SFT,Snowmelt,upper,2016,2-Aug-16,GTNP,lg,surber,6,,Macroveliidae,0,0,0,larval
South Fork Teton Creek,SFT,Snowmelt,upper,2016,2-Aug-16,GTNP,lg,surber,6,,Pentacora,0,0,0,larval
South Fork Teton Creek,SFT,Snowmelt,upper,2016,2-Aug-16,GTNP,lg,surber,6,,Nematoda,0,0,0,larval
South Fork Teton Creek,SFT,Snowmelt,upper,2016,2-Aug-16,GTNP,lg,surber,6,,Alloperla,0,0,0,larval
South Fork Teton Creek,SFT,Snowmelt,upper,2016,2-Aug-16,GTNP,lg,surber,6,,Suwallia,5.89,2,4,larval
South Fork Teton Creek,SFT,Snowmelt,upper,2016,2-Aug-16,GTNP,lg,surber,6,,Sweltsa,57.33,15,27,larval
South Fork Teton Creek,SFT,Snowmelt,upper,2016,2-Aug-16,GTNP,lg,surber,6,,Lednia,0,0,0,larval
South Fork Teton Creek,SFT,Snowmelt,upper,2016,2-Aug-16,GTNP,lg,surber,6,,Zapada,0.04,4,7,larval
South Fork Teton Creek,SFT,Snowmelt,upper,2016,2-Aug-16,GTNP,lg,surber,6,,Megarcys,0,0,0,larval
South Fork Teton Creek,SFT,Snowmelt,upper,2016,2-Aug-16,GTNP,lg,surber,6,,Megarcys2,44.11,18,32,larval
South Fork Teton Creek,SFT,Snowmelt,upper,2016,2-Aug-16,GTNP,lg,surber,6,,Allomyia,5.73,2,4,larval
South Fork Teton Creek,SFT,Snowmelt,upper,2016,2-Aug-16,GTNP,lg,surber,6,,Homophylax,0,0,0,larval
South Fork Teton Creek,SFT,Snowmelt,upper,2016,2-Aug-16,GTNP,lg,surber,6,,Psychoglypha,6.34,1,2,larval
South Fork Teton Creek,SFT,Snowmelt,upper,2016,2-Aug-16,GTNP,lg,surber,6,,Rhyacophila ,33.89,12,22,larval
South Fork Teton Creek,SFT,Snowmelt,upper,2016,2-Aug-16,GTNP,lg,surber,6,,Trichoptera,0,0,0,larval
South Fork Teton Creek,SFT,Snowmelt,upper,2016,2-Aug-16,GTNP,lg,surber,6,,Turbellaria,25.33,56,100,larval
South Fork Teton Creek,SFT,Snowmelt,upper,2016,2-Aug-16,GTNP,sm,surber,6,,Oligochaeta,11.46,1,14,larval
South Fork Teton Creek,SFT,Snowmelt,upper,2016,2-Aug-16,GTNP,sm,surber,6,,Acari,16.98,1,14,larval
South Fork Teton Creek,SFT,Snowmelt,upper,2016,2-Aug-16,GTNP,sm,surber,6,,Staphylinidae,0,0,0,larval
South Fork Teton Creek,SFT,Snowmelt,upper,2016,2-Aug-16,GTNP,sm,surber,6,,Collembola,0,0,0,larval
South Fork Teton Creek,SFT,Snowmelt,upper,2016,2-Aug-16,GTNP,sm,surber,6,,Ostracoda,0,0,0,larval
South Fork Teton Creek,SFT,Snowmelt,upper,2016,2-Aug-16,GTNP,sm,surber,6,,Probezzia,0,0,0,larval
South Fork Teton Creek,SFT,Snowmelt,upper,2016,2-Aug-16,GTNP,sm,surber,6,,Non-Tanypodinae,7.02,22,316,larval
South Fork Teton Creek,SFT,Snowmelt,upper,2016,2-Aug-16,GTNP,sm,surber,6,,Chironomidae,0.38,1,14,larval
South Fork Teton Creek,SFT,Snowmelt,upper,2016,2-Aug-16,GTNP,sm,surber,6,,Dixella,0,0,0,larval
South Fork Teton Creek,SFT,Snowmelt,upper,2016,2-Aug-16,GTNP,sm,surber,6,,Clinocera,0,0,0,larval
South Fork Teton Creek,SFT,Snowmelt,upper,2016,2-Aug-16,GTNP,sm,surber,6,,Oreogeton,0,0,0,larval
South Fork Teton Creek,SFT,Snowmelt,upper,2016,2-Aug-16,GTNP,sm,surber,6,,Helodon,0,0,0,larval
South Fork Teton Creek,SFT,Snowmelt,upper,2016,2-Aug-16,GTNP,sm,surber,6,,Prosimulium,0,0,0,larval
South Fork Teton Creek,SFT,Snowmelt,upper,2016,2-Aug-16,GTNP,sm,surber,6,,Simuliidae,0,0,0,larval
South Fork Teton Creek,SFT,Snowmelt,upper,2016,2-Aug-16,GTNP,sm,surber,6,,Dicranota,0,0,0,larval
South Fork Teton Creek,SFT,Snowmelt,upper,2016,2-Aug-16,GTNP,sm,surber,6,,Ormosia,0,0,0,larval
South Fork Teton Creek,SFT,Snowmelt,upper,2016,2-Aug-16,GTNP,sm,surber,6,,Paradelphomyia,0,0,0,larval
South Fork Teton Creek,SFT,Snowmelt,upper,2016,2-Aug-16,GTNP,sm,surber,6,,Tipula,0,0,0,larval
South Fork Teton Creek,SFT,Snowmelt,upper,2016,2-Aug-16,GTNP,sm,surber,6,,Baetis,17,2,29,larval
South Fork Teton Creek,SFT,Snowmelt,upper,2016,2-Aug-16,GTNP,sm,surber,6,,Drunella ,0,0,0,larval
South Fork Teton Creek,SFT,Snowmelt,upper,2016,2-Aug-16,GTNP,sm,surber,6,,Cinygmula,121.3,13,187,larval
South Fork Teton Creek,SFT,Snowmelt,upper,2016,2-Aug-16,GTNP,sm,surber,6,,Epeorus,0,0,0,larval
South Fork Teton Creek,SFT,Snowmelt,upper,2016,2-Aug-16,GTNP,sm,surber,6,,Rhithrogena,0,0,0,larval
South Fork Teton Creek,SFT,Snowmelt,upper,2016,2-Aug-16,GTNP,sm,surber,6,,Macroveliidae,0,0,0,larval
South Fork Teton Creek,SFT,Snowmelt,upper,2016,2-Aug-16,GTNP,sm,surber,6,,Pentacora,0,0,0,larval
South Fork Teton Creek,SFT,Snowmelt,upper,2016,2-Aug-16,GTNP,sm,surber,6,,Nematoda,0,0,0,larval
South Fork Teton Creek,SFT,Snowmelt,upper,2016,2-Aug-16,GTNP,sm,surber,6,,Alloperla,0,0,0,larval
South Fork Teton Creek,SFT,Snowmelt,upper,2016,2-Aug-16,GTNP,sm,surber,6,,Suwallia,0,0,0,larval
South Fork Teton Creek,SFT,Snowmelt,upper,2016,2-Aug-16,GTNP,sm,surber,6,,Sweltsa,54.81,9,129,larval
South Fork Teton Creek,SFT,Snowmelt,upper,2016,2-Aug-16,GTNP,sm,surber,6,,Lednia,0,0,0,larval
South Fork Teton Creek,SFT,Snowmelt,upper,2016,2-Aug-16,GTNP,sm,surber,6,,Zapada,0.87,11,158,larval
South Fork Teton Creek,SFT,Snowmelt,upper,2016,2-Aug-16,GTNP,sm,surber,6,,Megarcys,0,0,0,larval
South Fork Teton Creek,SFT,Snowmelt,upper,2016,2-Aug-16,GTNP,sm,surber,6,,Megarcys2,25.79,2,29,larval
South Fork Teton Creek,SFT,Snowmelt,upper,2016,2-Aug-16,GTNP,sm,surber,6,,Allomyia,0.63,1,14,larval
South Fork Teton Creek,SFT,Snowmelt,upper,2016,2-Aug-16,GTNP,sm,surber,6,,Homophylax,0,0,0,larval
South Fork Teton Creek,SFT,Snowmelt,upper,2016,2-Aug-16,GTNP,sm,surber,6,,Psychoglypha,0,0,0,larval
South Fork Teton Creek,SFT,Snowmelt,upper,2016,2-Aug-16,GTNP,sm,surber,6,,Rhyacophila ,0,0,0,larval
South Fork Teton Creek,SFT,Snowmelt,upper,2016,2-Aug-16,GTNP,sm,surber,6,,Trichoptera,0,0,0,larval
South Fork Teton Creek,SFT,Snowmelt,upper,2016,2-Aug-16,GTNP,sm,surber,6,,Turbellaria,22.04,12,172,larval
South Fork Teton Creek,SFT,Snowmelt,NA,2018,4-Aug-18,ABW,lg,surber,1,1,1Megarcys,1616.29,8,86,larval
South Fork Teton Creek,SFT,Snowmelt,NA,2018,4-Aug-18,GTNP,whole,surber,1,2,1Megarcys,1468.3,5,54,larval
South Fork Teton Creek,SFT,Snowmelt,NA,2018,4-Aug-18,ABW,lg,surber,1,1,2Megarcys,36.82,6,65,larval
South Fork Teton Creek,SFT,Snowmelt,NA,2018,4-Aug-18,GTNP,sm,surber,1,1,2Megarcys,35.54,10,108,larval
South Fork Teton Creek,SFT,Snowmelt,NA,2018,4-Aug-18,GTNP,whole,surber,1,2,2Megarcys,434.23,7,75,larval
South Fork Teton Creek,SFT,Snowmelt,NA,2018,4-Aug-18,GTNP,lg,surber,1,3,2Megarcys,8.15,2,22,larval
South Fork Teton Creek,SFT,Snowmelt,NA,2018,4-Aug-18,GTNP,sm,surber,1,3,2Megarcys,11.14,2,22,larval
South Fork Teton Creek,SFT,Snowmelt,NA,2018,4-Aug-18,GTNP,whole,surber,1,2,Acari,12.74,1,11,larval
South Fork Teton Creek,SFT,Snowmelt,NA,2018,4-Aug-18,ABW,lg,surber,1,1,Allomyia,14.4,1,11,larval
South Fork Teton Creek,SFT,Snowmelt,NA,2018,4-Aug-18,GTNP,sm,surber,1,1,Allomyia,0.4,3,32,larval
South Fork Teton Creek,SFT,Snowmelt,NA,2018,4-Aug-18,GTNP,lg,surber,1,3,Allomyia,43.19,3,32,larval
South Fork Teton Creek,SFT,Snowmelt,NA,2018,4-Aug-18,GTNP,sm,surber,1,3,Allomyia,1.52,2,22,larval
South Fork Teton Creek,SFT,Snowmelt,NA,2018,4-Aug-18,GTNP,sm,surber,1,1,Baetis,0.48,1,11,larval
South Fork Teton Creek,SFT,Snowmelt,NA,2018,4-Aug-18,GTNP,whole,surber,1,2,Baetis,0.48,1,11,larval
South Fork Teton Creek,SFT,Snowmelt,NA,2018,4-Aug-18,GTNP,lg,surber,1,3,Baetis,0.48,1,11,larval
South Fork Teton Creek,SFT,Snowmelt,NA,2018,4-Aug-18,GTNP,sm,surber,1,3,Baetis,0.48,1,11,larval
South Fork Teton Creek,SFT,Snowmelt,NA,2018,4-Aug-18,GTNP,sm,surber,1,1,Chironomidae pupa,0.16,2,22,larval
South Fork Teton Creek,SFT,Snowmelt,NA,2018,4-Aug-18,GTNP,whole,surber,1,2,Chironomidae pupa,0.13,1,11,larval
South Fork Teton Creek,SFT,Snowmelt,NA,2018,4-Aug-18,GTNP,sm,surber,1,3,Chironomidae pupa,0.28,3,32,larval
South Fork Teton Creek,SFT,Snowmelt,NA,2018,4-Aug-18,ABW,lg,surber,1,1,Cinygmula,401.85,13,140,larval
South Fork Teton Creek,SFT,Snowmelt,NA,2018,4-Aug-18,GTNP,sm,surber,1,1,Cinygmula,169.97,17,183,larval
South Fork Teton Creek,SFT,Snowmelt,NA,2018,4-Aug-18,GTNP,whole,surber,1,2,Cinygmula,44.04,3,32,larval
South Fork Teton Creek,SFT,Snowmelt,NA,2018,4-Aug-18,GTNP,lg,surber,1,3,Cinygmula,71.38,2,22,larval
South Fork Teton Creek,SFT,Snowmelt,NA,2018,4-Aug-18,GTNP,sm,surber,1,3,Cinygmula,6.54,2,22,larval
South Fork Teton Creek,SFT,Snowmelt,NA,2018,4-Aug-18,GTNP,whole,surber,1,2,Collembola,29.34,1,11,larval
South Fork Teton Creek,SFT,Snowmelt,NA,2018,4-Aug-18,ABW,lg,surber,1,1,Epeorus,136.8,16,172,larval
South Fork Teton Creek,SFT,Snowmelt,NA,2018,4-Aug-18,GTNP,sm,surber,1,1,Epeorus,10.45,3,32,larval
South Fork Teton Creek,SFT,Snowmelt,NA,2018,4-Aug-18,GTNP,whole,surber,1,2,Epeorus,174.51,22,237,larval
South Fork Teton Creek,SFT,Snowmelt,NA,2018,4-Aug-18,GTNP,lg,surber,1,3,Epeorus,22.81,2,22,larval
South Fork Teton Creek,SFT,Snowmelt,NA,2018,4-Aug-18,GTNP,whole,surber,1,2,Heterocloeon,1.11,1,11,larval
South Fork Teton Creek,SFT,Snowmelt,NA,2018,4-Aug-18,ABW,lg,surber,1,1,Non-Tanypodinae,38.51,33,355,larval
South Fork Teton Creek,SFT,Snowmelt,NA,2018,4-Aug-18,GTNP,sm,surber,1,1,Non-Tanypodinae,7.81,70,753,larval
South Fork Teton Creek,SFT,Snowmelt,NA,2018,4-Aug-18,GTNP,whole,surber,1,2,Non-Tanypodinae,34.23,55,592,larval
South Fork Teton Creek,SFT,Snowmelt,NA,2018,4-Aug-18,GTNP,lg,surber,1,3,Non-Tanypodinae,13.55,13,140,larval
South Fork Teton Creek,SFT,Snowmelt,NA,2018,4-Aug-18,GTNP,sm,surber,1,3,Non-Tanypodinae,2.69,12,129,larval
South Fork Teton Creek,SFT,Snowmelt,NA,2018,4-Aug-18,GTNP,sm,surber,1,1,Oligochaeta,6.02,3,32,larval
South Fork Teton Creek,SFT,Snowmelt,NA,2018,4-Aug-18,GTNP,sm,surber,1,1,Ostracoda,2.4,1,11,larval
South Fork Teton Creek,SFT,Snowmelt,NA,2018,4-Aug-18,ABW,lg,surber,1,1,Probezzia,1.9,3,32,larval
South Fork Teton Creek,SFT,Snowmelt,NA,2018,4-Aug-18,GTNP,sm,surber,1,1,Probezzia,0.63,1,11,larval
South Fork Teton Creek,SFT,Snowmelt,NA,2018,4-Aug-18,ABW,lg,surber,1,1,Prosimulium,20.9,5,54,larval
South Fork Teton Creek,SFT,Snowmelt,NA,2018,4-Aug-18,GTNP,sm,surber,1,1,Prosimulium,9.57,4,43,larval
South Fork Teton Creek,SFT,Snowmelt,NA,2018,4-Aug-18,GTNP,whole,surber,1,2,Prosimulium,98.11,21,226,larval
South Fork Teton Creek,SFT,Snowmelt,NA,2018,4-Aug-18,ABW,lg,surber,1,3,Prosimulium,14.1,5,54,larval
South Fork Teton Creek,SFT,Snowmelt,NA,2018,4-Aug-18,GTNP,sm,surber,1,3,Prosimulium,9.39,3,32,larval
South Fork Teton Creek,SFT,Snowmelt,NA,2018,4-Aug-18,ABW,lg,surber,1,1,Rhyacophila,99.13,4,43,larval
South Fork Teton Creek,SFT,Snowmelt,NA,2018,4-Aug-18,GTNP,sm,surber,1,1,Rhyacophila,16.58,5,54,larval
South Fork Teton Creek,SFT,Snowmelt,NA,2018,4-Aug-18,GTNP,whole,surber,1,2,Rhyacophila,1.63,1,11,larval
South Fork Teton Creek,SFT,Snowmelt,NA,2018,4-Aug-18,GTNP,sm,surber,1,3,Rhyacophila,5.77,1,11,larval
South Fork Teton Creek,SFT,Snowmelt,NA,2018,4-Aug-18,ABW,lg,surber,1,1,Rithrogena,87.5,2,22,larval
South Fork Teton Creek,SFT,Snowmelt,NA,2018,4-Aug-18,GTNP,whole,surber,1,2,Rithrogena,37.35,1,11,larval
South Fork Teton Creek,SFT,Snowmelt,NA,2018,4-Aug-18,GTNP,lg,surber,1,3,Rithrogena,74.7,2,22,larval
South Fork Teton Creek,SFT,Snowmelt,NA,2018,4-Aug-18,GTNP,lg,surber,1,3,Simuliidae Pupa,1.77,1,11,larval
South Fork Teton Creek,SFT,Snowmelt,NA,2018,4-Aug-18,ABW,lg,surber,1,1,Suwallia,102.85,6,65,larval
South Fork Teton Creek,SFT,Snowmelt,NA,2018,4-Aug-18,GTNP,lg,surber,1,3,Suwallia,19.25,1,11,larval
South Fork Teton Creek,SFT,Snowmelt,NA,2018,4-Aug-18,ABW,lg,surber,1,1,Sweltsa,69.36,10,108,larval
South Fork Teton Creek,SFT,Snowmelt,NA,2018,4-Aug-18,GTNP,sm,surber,1,1,Sweltsa,16.67,7,75,larval
South Fork Teton Creek,SFT,Snowmelt,NA,2018,4-Aug-18,GTNP,whole,surber,1,2,Sweltsa,26.22,9,97,larval
South Fork Teton Creek,SFT,Snowmelt,NA,2018,4-Aug-18,GTNP,lg,surber,1,3,Sweltsa,120.41,9,97,larval
South Fork Teton Creek,SFT,Snowmelt,NA,2018,4-Aug-18,GTNP,sm,surber,1,3,Sweltsa,18.61,4,43,larval
South Fork Teton Creek,SFT,Snowmelt,NA,2018,4-Aug-18,ABW,lg,surber,1,1,Tipula,4206.35,15,161,larval
South Fork Teton Creek,SFT,Snowmelt,NA,2018,4-Aug-18,GTNP,whole,surber,1,2,Tipula,977.68,2,22,larval
South Fork Teton Creek,SFT,Snowmelt,NA,2018,4-Aug-18,ABW,lg,surber,1,3,Tipula,3739.21,10,108,larval
South Fork Teton Creek,SFT,Snowmelt,NA,2018,4-Aug-18,ABW,lg,surber,1,1,Turbellaria,14.51,7,75,larval
South Fork Teton Creek,SFT,Snowmelt,NA,2018,4-Aug-18,GTNP,sm,surber,1,1,Turbellaria,3.23,8,86,larval
South Fork Teton Creek,SFT,Snowmelt,NA,2018,4-Aug-18,GTNP,whole,surber,1,2,Turbellaria,11.34,10,108,larval
South Fork Teton Creek,SFT,Snowmelt,NA,2018,4-Aug-18,GTNP,lg,surber,1,3,Turbellaria,3.14,3,32,larval
South Fork Teton Creek,SFT,Snowmelt,NA,2018,4-Aug-18,GTNP,sm,surber,1,1,Zapada,2.36,5,54,larval
South Fork Teton Creek,SFT,Snowmelt,NA,2018,4-Aug-18,GTNP,whole,surber,1,2,Zapada,1.32,2,22,larval
South Fork Teton Creek,SFT,Snowmelt,NA,2018,4-Aug-18,GTNP,lg,surber,1,3,Zapada,6.63,1,11,larval
South Fork Teton Creek,SFT,Snowmelt,NA,2018,4-Aug-18,GTNP,sm,surber,1,3,Zapada,3.31,6,65,larval
South Fork Teton Creek,SFT,Snowmelt,upper,2015,6-Aug-15,GRTE,lg,Surber,6,,Nematoda,0,0,0,larval
South Fork Teton Creek,SFT,Snowmelt,upper,2015,6-Aug-15,GRTE,sm,Surber,6,,Nematoda,0,0,0,larval
South Fork Teton Creek,SFT,Snowmelt,lower,2015,6-Aug-15,GRTE,lg,Surber,5,,Hemiptera,0,0,0,larval
South Fork Teton Creek,SFT,Snowmelt,upper,2015,6-Aug-15,GRTE,lg,Surber,6,,Hemiptera,0,0,0,larval
South Fork Teton Creek,SFT,Snowmelt,upper,2015,6-Aug-15,GRTE,sm,Surber,6,,Hemiptera,0,0,0,larval
South Fork Teton Creek,SFT,Snowmelt,lower,2015,6-Aug-15,GRTE,sm,Surber,5,,Clinocera,0.017258671,1,4,larval
South Fork Teton Creek,SFT,Snowmelt,lower,2015,6-Aug-15,GRTE,lg,Surber,5,,Empididae,0.017273165,2,4,larval
South Fork Teton Creek,SFT,Snowmelt,lower,2015,6-Aug-15,GRTE,sm,Surber,5,,Lipogomphus,0.017448069,1,4,larval
South Fork Teton Creek,SFT,Snowmelt,lower,2015,6-Aug-15,GRTE,lg,Surber,5,,Nematoda,0.037459634,1,2,larval
South Fork Teton Creek,SFT,Snowmelt,lower,2015,6-Aug-15,GRTE,sm,Surber,5,,Allomyia,0.058900688,1,4,larval
South Fork Teton Creek,SFT,Snowmelt,lower,2015,6-Aug-15,GRTE,sm,Surber,5,,Nematoda,0.074919268,1,4,larval
South Fork Teton Creek,SFT,Snowmelt,lower,2015,6-Aug-15,GRTE,lg,Surber,5,,Sphaeriidae,0.19536789,1,2,larval
South Fork Teton Creek,SFT,Snowmelt,lower,2015,6-Aug-15,GRTE,sm,Surber,5,,Zapada,0.426408479,18,78,larval
South Fork Teton Creek,SFT,Snowmelt,lower,2015,6-Aug-15,GRTE,sm,Surber,5,,Chironomidae,0.50121679,10,43,larval
South Fork Teton Creek,SFT,Snowmelt,lower,2015,6-Aug-15,GRTE,sm,Surber,5,,Probezzia,0.511370612,3,13,larval
South Fork Teton Creek,SFT,Snowmelt,lower,2015,6-Aug-15,GRTE,lg,Surber,5,,Zapada,0.639698162,54,116,larval
South Fork Teton Creek,SFT,Snowmelt,upper,2015,6-Aug-15,GRTE,lg,Surber,6,,Zapada,0.651504182,66,118,larval
South Fork Teton Creek,SFT,Snowmelt,lower,2015,6-Aug-15,GRTE,sm,Surber,5,,Prosimulium,0.708824129,1,4,larval
South Fork Teton Creek,SFT,Snowmelt,lower,2015,6-Aug-15,GRTE,lg,Surber,5,,Chironomidae,0.760829628,19,41,larval
South Fork Teton Creek,SFT,Snowmelt,lower,2015,6-Aug-15,GRTE,lg,Surber,5,,Probezzia,1.25460498,7,15,larval
South Fork Teton Creek,SFT,Snowmelt,lower,2015,6-Aug-15,GRTE,lg,Surber,5,,Helodon,2.517887776,4,9,larval
South Fork Teton Creek,SFT,Snowmelt,lower,2015,6-Aug-15,GRTE,sm,Surber,5,,Dicranota,4.018111034,1,4,larval
South Fork Teton Creek,SFT,Snowmelt,upper,2015,6-Aug-15,GRTE,lg,Surber,6,,Allomyia,4.56018476,6,11,larval
South Fork Teton Creek,SFT,Snowmelt,lower,2015,6-Aug-15,GRTE,lg,Surber,5,,Allomyia,4.818519272,4,9,larval
South Fork Teton Creek,SFT,Snowmelt,lower,2015,6-Aug-15,GRTE,lg,Surber,5,,Trichoptera,4.956451943,1,2,larval
South Fork Teton Creek,SFT,Snowmelt,lower,2015,6-Aug-15,GRTE,lg,Surber,5,,Dicranota,6.588415701,5,11,larval
South Fork Teton Creek,SFT,Snowmelt,lower,2015,6-Aug-15,GRTE,sm,Surber,5,,Baetidae,7.323862682,4,17,larval
South Fork Teton Creek,SFT,Snowmelt,lower,2015,6-Aug-15,GRTE,sm,Surber,5,,Alloperla,7.875709673,2,9,larval
South Fork Teton Creek,SFT,Snowmelt,upper,2015,6-Aug-15,GRTE,lg,Surber,6,,Turbellaria,8.084439742,6,43,larval
South Fork Teton Creek,SFT,Snowmelt,lower,2015,6-Aug-15,GRTE,lg,Surber,5,,Collembola,8.614424112,4,9,larval
South Fork Teton Creek,SFT,Snowmelt,upper,2015,6-Aug-15,GRTE,lg,Surber,6,,Alloperla,8.919320657,1,7,larval
South Fork Teton Creek,SFT,Snowmelt,lower,2015,6-Aug-15,GRTE,lg,Surber,5,,Oligochaeta,9.457749466,3,6,larval
South Fork Teton Creek,SFT,Snowmelt,upper,2015,6-Aug-15,GRTE,lg,Surber,6,,Helodon,9.966466413,3,22,larval
South Fork Teton Creek,SFT,Snowmelt,lower,2015,6-Aug-15,GRTE,sm,Surber,5,,Acari,10.19016777,2,9,larval
South Fork Teton Creek,SFT,Snowmelt,upper,2015,6-Aug-15,GRTE,lg,Surber,6,,Non-Tany,11.89832871,67,481,larval
South Fork Teton Creek,SFT,Snowmelt,lower,2015,6-Aug-15,GRTE,sm,Surber,5,,Hemiptera,13.24348762,1,4,larval
South Fork Teton Creek,SFT,Snowmelt,lower,2015,6-Aug-15,GRTE,sm,Surber,5,,Collembola,13.5664155,2,9,larval
South Fork Teton Creek,SFT,Snowmelt,lower,2015,6-Aug-15,GRTE,lg,Surber,5,,Alloperla,19.20761183,5,11,larval
South Fork Teton Creek,SFT,Snowmelt,upper,2015,6-Aug-15,GRTE,lg,Surber,6,,Parapsyche,32.49047391,1,2,larval
South Fork Teton Creek,SFT,Snowmelt,upper,2015,6-Aug-15,GRTE,lg,Surber,6,,Baetidae,33.98376495,5,36,larval
South Fork Teton Creek,SFT,Snowmelt,lower,2015,6-Aug-15,GRTE,sm,Surber,5,,Rhithrogena,40.73995378,3,13,larval
