Year,Date,Range,Sampler,Stream,Rep,Fraction,Subsample,Taxa,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20,MeanLength(mm),IndBiomass(mg/ind),Subsample,MeanLength_mm,Abundance ,Density,Biomass_mg_m2,Stage,Notes,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20
2023,6-14 Aug 2023,Teton Range,Surber,Wind Cave,3,Large,1,Oligochaeta,2,4,,,,,,,,,,,,,,,,,,,,,,3,2,22,,,,0.25,0.25,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,Wind Cave,3,Large,1,Zapada,5,4,4,5,4.5,4,5,4,5,4,5,3,3.5,4,3.5,5,2.5,3,5,4.5,,,,4.2,29,312,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,Wind Cave,2,Small,1,Non-Tanypodinae,5,1.5,3,3.5,4,3,7,3,3.5,2.5,2.5,2,3,3,3,2,3.5,2,3,2.5,,,,3.1,150,1615,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,Wind Cave,2,Small,1,Chironomidae,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,4,43,,pupae,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,Wind Cave,2,Small,1,Clinocera,5,,,,,,,,,,,,,,,,,,,,,,,5,1,11,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,Wind Cave,2,Small,1,Zapada,4,2,2.5,3,2,5,2,3,2,2,2.5,3,3,5,2,3,2,2,2,2,,,,2.7,32,344,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,Wind Cave,2,Small,1,Megarcys,5.5,6.5,4,6,,,,,,,,,,,,,,,,,,,,5.5,4,43,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,Wind Cave,2,Large,1,Non-Tanypodinae,9,7,10,8,10,7,5,10,8,10,8,9,9,10,8,8,8.5,7,6,8,,,,8.3,59,635,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,Wind Cave,2,Large,1,Chloroperlidae,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,1,11,,adult,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,Wind Cave,2,Large,1,Megarcys,21,17,19,5,5,5,5,5,5,5.5,6,,,,,,,,,,,,,9,11,118,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,Wind Cave,2,Large,1,Zapada,5,4.5,5,4,1.5,4.5,,,,,,,,,,,,,,,,,,4.1,6,65,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,Wind Cave,1,Small,1,Non-Tanypodinae,1.5,2,2,3,7,5,3,2,3,1.5,2,9,3,2.5,2,3.5,1,1.5,2,3,,,,3,518,5576,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,Wind Cave,1,Small,1,Chironomidae,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,17,183,,pupae,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,Wind Cave,1,Small,1,Acari,1,,,,,,,,,,,,,,,,,,,,,,,1,1,11,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,Wind Cave,1,Small,1,Clinocera,4,,,,,,,,,,,,,,,,,,,,,,,4,1,11,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,Wind Cave,1,Small,1,Sweltsa,6,,,,,,,,,,,,,,,,,,,,,,,6,1,11,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,Wind Cave,1,Small,1,Rhyacophila Rotunda Group,4,2,2,2,1.5,,,,,,,,,,,,,,,,,,,2.3,5,54,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,Wind Cave,1,Small,1,Zapada,4.5,4,2,2.5,4,3,5,4,4,2.5,3,2,2,,,,,,,,,,,3.3,13,140,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,Wind Cave,1,Large,1,Megarcys,6,6.5,6.5,,,,,,,,,,,,,,,,,,,,,6.3,3,32,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,Wind Cave,1,Large,1,Non-Tanypodinae,9,8,9.5,5,6,4,10,8,9,8,7.5,9,5,4.5,8,8.5,8,9,10,8,,,,7.7,111,1195,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,Wind Cave,1,Large,1,Sweltsa,6.5,7,8,,,,,,,,,,,,,,,,,,,,,7.2,3,32,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,Wind Cave,1,Large,1,Chloroperlidae,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,1,11,,adult,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,Wind Cave,1,Large,1,Zapada,5,5,6,5.5,5,,,,,,,,,,,,,,,,,,,5.3,5,54,,,,,,,,,,,,,,,,,,,,,,,
